id,user_id,restaurant_id,menu_item_id,reviews,date,sentiment
68,DEFAULT,R00001,M00001,The flavor combination in their pepperoni pizza is like a delicious puzzle coming together.,11-Nov-23,1
69,DEFAULT,R00001,M00001,"This pizza is a slice of happiness, and I cant get enough of it.",11-Nov-23,1
70,DEFAULT,R00001,M00001,The crispy pepperoni edges are like little bites of heaven. So satisfying!,11-Nov-23,1
71,DEFAULT,R00001,M00001,Their pepperoni pizza is a culinary treasure map. Every bite leads to a delicious discovery.,11-Nov-23,1
72,DEFAULT,R00001,M00001,The pepperoni on this pizza is like a spicy confetti of joy.,11-Nov-23,1
73,DEFAULT,R00001,M00001,I feel like Im on a flavor adventure every time I savor their pepperoni pizza.,11-Nov-23,1
74,DEFAULT,R00001,M00001,Their pepperoni pizza is a testament to the art of pizza-making. Its a masterpiece.,11-Nov-23,1
75,DEFAULT,R00001,M00001,The balance between the crispy crust and the zesty pepperoni is perfection.,11-Nov-23,1
76,DEFAULT,R00001,M00001,"This pizza is a gastronomic thrill ride, and the pepperoni is the adrenaline.",11-Nov-23,1
77,DEFAULT,R00001,M00001,Ive never met a pepperoni pizza that was this irresistibly addictive.,11-Nov-23,1
78,DEFAULT,R00001,M00001,The combination of flavors in their pepperoni pizza is like a culinary symphony.,11-Nov-23,1
79,DEFAULT,R00001,M00001,This pepperoni pizza should come with a warning label: dangerously delicious!,11-Nov-23,1
80,DEFAULT,R00001,M00001,Each slice of their pepperoni pizza is a journey to pizza paradise.,11-Nov-23,1
81,DEFAULT,R00001,M00001,"Their pepperoni pizza is like a flavorful time machine, transporting you to pizza perfection.",11-Nov-23,1
82,DEFAULT,R00001,M00001,The pepperoni is like a flavor fireworks show on this pizza.,11-Nov-23,1
83,DEFAULT,R00001,M00001,"Ive had pepperoni pizza all over, and this one is a taste revelation.",11-Nov-23,1
84,DEFAULT,R00001,M00001,"This pizza is my soul food, and the pepperoni is its soulful heart.",11-Nov-23,1
85,DEFAULT,R00001,M00001,The magic of their pepperoni pizza is in every bite. Its enchanting.,11-Nov-23,1
86,DEFAULT,R00001,M00001,Their pepperoni pizza is the embodiment of pizza elegance and excellence.,11-Nov-23,1
87,DEFAULT,R00001,M00001,Im convinced their pepperoni pizza has some kind of pizza wizardry involved.,11-Nov-23,1
88,DEFAULT,R00001,M00001,The combination of textures in their pepperoni pizza is mind-blowing.,11-Nov-23,1
89,DEFAULT,R00001,M00001,The pepperoni pizza here is like a warm embrace for my taste buds.,11-Nov-23,1
90,DEFAULT,R00001,M00001,This is not just a pizza; its an ode to the joy of pepperoni.,11-Nov-23,1
91,DEFAULT,R00001,M00001,"The pepperoni on this pizza is a spicy revelation, and the crust is a marvel.",11-Nov-23,1
92,DEFAULT,R00001,M00001,"This pepperoni pizza is a slice of heaven, and each bite is like a piece of cloud nine.",11-Nov-23,1
93,DEFAULT,R00001,M00001,Its hard to put into words just how incredible their pepperoni pizza is. Its an experience.,11-Nov-23,1
94,DEFAULT,R00001,M00001,"This pizza is like a flavor playground, and the pepperoni is the star attraction.",11-Nov-23,1
95,DEFAULT,R00001,M00001,Their pepperoni pizza is the ultimate comfort food. Its like a hug in a slice.,11-Nov-23,1
96,DEFAULT,R00001,M00001,The cheese-to-pepperoni ratio on this pizza is a perfect harmony of flavors.,11-Nov-23,1
97,DEFAULT,R00001,M00001,"If pepperoni pizza were an art form, this would be the masterpiece.",11-Nov-23,1
98,DEFAULT,R00001,M00001,The crispy pepperoni edges add a delightful crunch to every bite of this pizza.,11-Nov-23,1
99,DEFAULT,R00001,M00001,Their pepperoni pizza is an addiction I never want to quit. Its that good.,11-Nov-23,1
100,DEFAULT,R00001,M00001,"This pizza is my happy place, and the pepperoni is the reason for my smiles.",11-Nov-23,1
101,DEFAULT,R00001,M00001,"Their pepperoni pizza is like a flavor symphony in every slice, and Im the eager audience.",11-Nov-23,1
102,DEFAULT,R00001,M00001,"If pepperoni pizza were a superhero, this one would be the caped crusader of taste.",11-Nov-23,1
103,DEFAULT,R00001,M00001,"The crust on this pizza is like a canvas, and the pepperoni paints a masterpiece.",11-Nov-23,1
104,DEFAULT,R00001,M00001,Every bite of their pepperoni pizza feels like a fireworks display of flavor.,11-Nov-23,1
105,DEFAULT,R00001,M00001,"Their pepperoni pizza is the secret to happiness, and Im here to spill the delicious beans.",11-Nov-23,1
106,DEFAULT,R00001,M00001,Its as if their pepperoni pizza was crafted by pizza wizards and delivered by pizza angels.,11-Nov-23,1
107,DEFAULT,R00001,M00001,"This pizza is like a flavor-packed journey, and the pepperoni is my trusty guide.",11-Nov-23,1
108,DEFAULT,R00001,M00001,"If I could frame their pepperoni pizza, I would hang it in a pizza art gallery.",11-Nov-23,1
109,DEFAULT,R00001,M00001,Their pepperoni pizza is a culinary treasure map to the land of yum.,11-Nov-23,1
110,DEFAULT,R00001,M00001,This pizza makes me believe in pizza miracles. The pepperoni is pure magic.,11-Nov-23,1
111,DEFAULT,R00001,M00001,Their pepperoni pizza is the embodiment of pizza perfection. Each slice is a revelation.,11-Nov-23,1
112,DEFAULT,R00001,M00001,Its like the pepperoni on this pizza was handpicked by the pizza gods themselves.,11-Nov-23,1
113,DEFAULT,R00001,M00001,The flavors in their pepperoni pizza dance a tango of deliciousness on my taste buds.,11-Nov-23,1
114,DEFAULT,R00001,M00001,"This pizza is a flavor fiesta, and the pepperoni is the guest of honor.",11-Nov-23,1
115,DEFAULT,R00001,M00001,Their pepperoni pizza is the North Star in my culinary journey. I always come back.,11-Nov-23,1
116,DEFAULT,R00001,M00001,The pepperoni is the cherry on top of this pizza masterpiece.,11-Nov-23,1
117,DEFAULT,R00001,M00001,Im convinced that the secret ingredient in their pepperoni pizza is pure joy.,11-Nov-23,1
118,DEFAULT,R00001,M00001,"If happiness were a dish, it would be their pepperoni pizza. Its happiness on a plate.",11-Nov-23,1
119,DEFAULT,R00001,M00001,"This pizza is a flavor playground, and the pepperoni is the fun slide.",11-Nov-23,1
120,DEFAULT,R00001,M00001,Their pepperoni pizza is a love letter to pizza enthusiasts around the world.,11-Nov-23,1
121,DEFAULT,R00001,M00001,This pizza is like a warm hug from a friendly pepperoni. Comfort food at its finest.,11-Nov-23,1
122,DEFAULT,R00001,M00001,Their pepperoni pizza is like a flavorful explosion in my mouth. Boom!,11-Nov-23,1
123,DEFAULT,R00001,M00001,The balance between the chewy crust and crispy pepperoni is pure pizza harmony.,11-Nov-23,1
124,DEFAULT,R00001,M00001,Each bite of their pepperoni pizza is a love song to my taste buds.,11-Nov-23,1
125,DEFAULT,R00001,M00001,"If I had a pizza bucket list, their pepperoni pizza would be at the very top.",11-Nov-23,1
126,DEFAULT,R00001,M00001,"The pepperoni on this pizza is so good, it should come with its own fan club.",11-Nov-23,1
127,DEFAULT,R00001,M00001,Their pepperoni pizza is the reason I believe in pizza dreams. Its a dream come true.,11-Nov-23,1
128,DEFAULT,R00001,M00001,"This pizza is a slice of euphoria, and the pepperoni is the magic ingredient.",11-Nov-23,1
129,DEFAULT,R00001,M00001,Its not just pizza; its a journey through the land of pepperoni bliss.,11-Nov-23,1
130,DEFAULT,R00001,M00001,"Their pepperoni pizza is like a flavor explosion, and Im the lucky taste tester.",11-Nov-23,1
131,DEFAULT,R00001,M00001,"Their pepperoni pizza is a flavor adventure, like a thrilling rollercoaster for my taste buds.",11-Nov-23,1
132,DEFAULT,R00001,M00001,"This pizza is like a mouthwatering story, and the pepperoni is the captivating plot twist.",11-Nov-23,1
133,DEFAULT,R00001,M00001,"If I could write an ode to pizza, their pepperoni masterpiece would be the opening stanza.",11-Nov-23,1
134,DEFAULT,R00001,M00001,"Their pepperoni pizza is the epitome of pizza alchemy, turning simple ingredients into gold.",11-Nov-23,1
135,DEFAULT,R00001,M00001,"This pizza is like a delicious puzzle, and the pepperoni is the satisfying final piece.",11-Nov-23,1
136,DEFAULT,R00001,M00001,The pepperoni on this pizza is like a burst of flavor sunshine on a cloudy day.,11-Nov-23,1
137,DEFAULT,R00001,M00001,Their pepperoni pizza is the hero Gotham deserves – a knight in shining cheese.,11-Nov-23,1
138,DEFAULT,R00001,M00001,Its as if the pizza chef moonlights as a flavor magician. Their pepperoni pizza is pure enchantment.,11-Nov-23,1
139,DEFAULT,R00001,M00001,Every slice of their pepperoni pizza feels like a slice of heaven sent directly to my plate.,11-Nov-23,1
140,DEFAULT,R00001,M00001,The way the cheese and pepperoni meld together on this pizza is a true culinary love story.,11-Nov-23,1
141,DEFAULT,R00001,M00001,"Their pepperoni pizza is an edible sonnet to the joy of simple, timeless flavors.",11-Nov-23,1
142,DEFAULT,R00001,M00001,This pizza is like a gourmet masterpiece wrapped in the comforting arms of pepperoni.,11-Nov-23,1
143,DEFAULT,R00001,M00001,"If I were a pizza critic, their pepperoni pizza would receive a perfect 10 out of 10.",11-Nov-23,1
144,DEFAULT,R00001,M00001,Their pepperoni pizza is the crown jewel in the empire of pizza creations.,11-Nov-23,1
145,DEFAULT,R00001,M00001,Its like the pepperoni on this pizza was kissed by a pepperoni angel for an extra kick of flavor.,11-Nov-23,1
146,DEFAULT,R00001,M00001,The flavors in their pepperoni pizza are like a perfectly choreographed dance on my palate.,11-Nov-23,1
147,DEFAULT,R00001,M00001,"This pizza is the ultimate pick-me-up, and the pepperoni is the star of the show.",11-Nov-23,1
148,DEFAULT,R00001,M00001,Their pepperoni pizza is the definition of pizza Nirvana - a state of pure pizza bliss.,11-Nov-23,1
149,DEFAULT,R00001,M00001,"This pizza is like a well-orchestrated culinary opera, and the pepperoni is the lead tenor.",11-Nov-23,1
150,DEFAULT,R00001,M00001,"If I could describe their pepperoni pizza in one word, it would be delizioso.",11-Nov-23,1
151,DEFAULT,R00001,M00001,The pepperoni on this pizza is the spicy exclamation point at the end of a delicious sentence.,11-Nov-23,1
152,DEFAULT,R00001,M00001,"Their pepperoni pizza is an edible sonnet, and every bite is a stanza of delight.",11-Nov-23,1
153,DEFAULT,R00001,M00001,Its like their pepperoni pizza has cracked the code to the perfect pizza experience.,11-Nov-23,1
154,DEFAULT,R00001,M00001,This pizza is the Picasso of pepperoni. Each bite is a masterpiece.,11-Nov-23,1
155,DEFAULT,R00001,M00001,"Their pepperoni pizza is a tantalizing tease for the taste buds, and it never disappoints.",11-Nov-23,1
156,DEFAULT,R00001,M00001,The balance of flavors in their pepperoni pizza is a culinary tightrope walk – perfectly executed.,11-Nov-23,1
157,DEFAULT,R00001,M00001,"This pizza is a work of art, and the pepperoni is the vibrant brushstroke that ties it all together.",11-Nov-23,1
158,DEFAULT,R00001,M00001,"Their pepperoni pizza is like a warm hug from an old friend, reliable and always comforting.",11-Nov-23,1
159,DEFAULT,R00001,M00001,"If I could frame their pepperoni pizza, Id hang it in the Louvre of my heart.",11-Nov-23,1
160,DEFAULT,R00001,M00001,"This pizza is like a symphony of flavors, and the pepperoni is the bold crescendo.",11-Nov-23,1
161,DEFAULT,R00001,M00001,"Their pepperoni pizza is a gastronomic wonder, a journey to the heart of pizza euphoria.",11-Nov-23,1
162,DEFAULT,R00001,M00001,"This pizza is like a culinary time machine, transporting me to the first moment I fell in love with pizza.",11-Nov-23,1
163,DEFAULT,R00001,M00001,The pepperoni on this pizza is like a flavor meteor shower in the night sky of my palate.,11-Nov-23,1
164,DEFAULT,R00001,M00001,Their pepperoni pizza is the true north of pizza excellence - I always find my way back.,11-Nov-23,1
165,DEFAULT,R00001,M00001,"This pizza is a delicious equation, and the pepperoni is the answer to all my cravings.",11-Nov-23,1
166,DEFAULT,R00001,M00001,"If pizza were a religion, their pepperoni pizza would be the sacred text.",11-Nov-23,1
167,DEFAULT,R00001,M00001,The cheese-to-pepperoni ratio on this pizza is a perfectly delicious Fibonacci sequence.,11-Nov-23,1
168,DEFAULT,R00001,M00001,"Their pepperoni pizza is like an edible love letter, signed with the chefs heart and soul.",11-Nov-23,1
169,DEFAULT,R00001,M00001,This pizza is the equivalent of a standing ovation in the theater of flavors.,11-Nov-23,1
170,DEFAULT,R00001,M00001,Its as if their pepperoni pizza is the crown jewel in the pizza universes treasure chest.,11-Nov-23,1
171,DEFAULT,R00001,M00001,Every bite of their pepperoni pizza is like a delightful surprise party for my taste buds.,11-Nov-23,1
172,DEFAULT,R00001,M00001,The pepperoni on this pizza is a bold and zesty punctuation mark in the story of flavor.,11-Nov-23,1
173,DEFAULT,R00001,M00001,Their pepperoni pizza is the apex of pizza craftsmanship - a true slice of perfection.,11-Nov-23,1
174,DEFAULT,R00001,M00001,This pizza is like a delicious secret that I cant help but share with everyone I know.,11-Nov-23,1
175,DEFAULT,R00001,M00001,"If I were a pizza poet, their pepperoni pizza would be my muse, inspiring verses of taste.",11-Nov-23,1
176,DEFAULT,R00001,M00001,"Their pepperoni pizza is a slice of pizza heaven, with each bite bringing pure delight.",11-Nov-23,1
177,DEFAULT,R00001,M00001,"Its like the pizza chef sprinkled a dash of magic on the pepperoni, making it truly enchanting.",11-Nov-23,1
178,DEFAULT,R00001,M00001,"This pizza is a flavor voyage, and the pepperoni is the compass guiding me to taste nirvana.",11-Nov-23,1
179,DEFAULT,R00001,M00001,"Their pepperoni pizza is a taste symposium, where every bite is a thoughtful discourse.",11-Nov-23,1
180,DEFAULT,R00001,M00001,"If there were a pizza hall of fame, their pepperoni pizza would be the first inductee.",11-Nov-23,1
181,DEFAULT,R00001,M00001,The flavors in their pepperoni pizza are a thrilling rollercoaster for my taste buds.,11-Nov-23,1
182,DEFAULT,R00001,M00001,"This pizza is like a tasty time capsule, and the pepperoni is the essence of nostalgia.",11-Nov-23,1
183,DEFAULT,R00001,M00001,"Their pepperoni pizza is a delicious revolution, redefining what pizza can be.",11-Nov-23,1
184,DEFAULT,R00001,M00001,"The balance of flavors in this pizza is a culinary tightrope walk, executed with grace.",11-Nov-23,1
185,DEFAULT,R00001,M00001,This pizza is the gold standard of pepperoni perfection - a benchmark for all others.,11-Nov-23,1
186,DEFAULT,R00001,M00001,"Their pepperoni pizza is like an edible legend, and every bite is a chapter in the tale.",11-Nov-23,1
187,DEFAULT,R00001,M00001,Its as if the pepperoni on this pizza has been kissed by the culinary gods.,11-Nov-23,1
188,DEFAULT,R00001,M00001,"This pizza is a delicious anomaly, a delightful departure from the ordinary.",11-Nov-23,1
189,DEFAULT,R00001,M00001,"Their pepperoni pizza is a gastronomic marvel, a feast for the senses.",11-Nov-23,1
190,DEFAULT,R00001,M00001,"Its like the pepperoni on this pizza is a spicy work of art, perfectly placed and delicious.",11-Nov-23,1
191,DEFAULT,R00001,M00001,"Their pepperoni pizza is a gastronomic masterpiece, a canvas of flavor that deserves to be in every art gallery.",11-Nov-23,1
192,DEFAULT,R00001,M00001,"This pizza is like a culinary fireworks show on my taste buds, with the pepperoni as the star performer.",11-Nov-23,1
193,DEFAULT,R00001,M00001,"Their pepperoni pizza is the ultimate mood-lifter, turning any day into a slice of pure joy.",11-Nov-23,1
194,DEFAULT,R00001,M00001,"If pizza were a language, their pepperoni pizza would be a fluent, poetic expression of flavor.",11-Nov-23,1
195,DEFAULT,R00001,M00001,"This pizza is like a timeless melody, and the pepperoni is the crescendo that leaves a lasting impression.",11-Nov-23,1
196,DEFAULT,R00001,M00001,"Their pepperoni pizza is a culinary compass, guiding me to the land of savory satisfaction.",11-Nov-23,1
197,DEFAULT,R00001,M00001,"Its as if the pizza chef sprinkled a touch of culinary magic on the pepperoni, making every bite enchanting.",11-Nov-23,1
198,DEFAULT,R00001,M00001,"This pizza is like a delicious secret handshake among food lovers, and Im in on it.",11-Nov-23,1
199,DEFAULT,R00001,M00001,"Their pepperoni pizza was a taste disaster, a bland and underwhelming experience.",11-Nov-23,0
200,DEFAULT,R00001,M00001,"This pizza was a letdown, with the pepperoni lacking any zesty punch and the crust being dry.",11-Nov-23,0
201,DEFAULT,R00001,M00001,"Their pepperoni pizza left me unsatisfied, as it was devoid of flavor and barely edible.",11-Nov-23,0
202,DEFAULT,R00001,M00001,I regret ordering their pepperoni pizza; it tasted like cardboard with a hint of rubbery meat.,11-Nov-23,0
203,DEFAULT,R00001,M00001,"This pizza was a disappointment, as the pepperoni was tough, and the cheese seemed like plastic.",11-Nov-23,0
204,DEFAULT,R00001,M00001,"I had high hopes for their pepperoni pizza, but it turned out to be a flavorless letdown.",11-Nov-23,0
205,DEFAULT,R00001,M00001,"Their pizza was a complete miss, with the pepperoni tasting like it had been sitting around for hours.",11-Nov-23,0
206,DEFAULT,R00001,M00001,I wouldn't recommend their pepperoni pizza; it had a weird aftertaste and felt greasy.,11-Nov-23,0
207,DEFAULT,R00001,M00001,"This pizza left a bad taste in my mouth; the pepperoni was chewy, and the sauce lacked seasoning.",11-Nov-23,0
208,DEFAULT,R00001,M00001,I found their pepperoni pizza to be bland and uninspiring; it didn't live up to the hype.,11-Nov-23,0
209,DEFAULT,R00001,M00001,"Their pizza was a culinary disaster; the pepperoni was overly salty, and the crust was soggy.",11-Nov-23,0
210,DEFAULT,R00001,M00001,I was underwhelmed by their pepperoni pizza; it lacked the essential flavors that make pizza enjoyable.,11-Nov-23,0
211,DEFAULT,R00001,M00001,"This pizza was a letdown; the pepperoni was oddly rubbery, and the cheese tasted artificial.",11-Nov-23,0
212,DEFAULT,R00001,M00001,Their pepperoni pizza was a disappointment; it lacked the classic pizzalicious flavors I was craving.,11-Nov-23,0
213,DEFAULT,R00001,M00001,"I regret ordering their pizza; the pepperoni was dry, and the whole experience was lackluster.",11-Nov-23,0
214,DEFAULT,R00001,M00001,I wouldn't recommend their pepperoni pizza; it tasted like it had been reheated multiple times.,11-Nov-23,0
215,DEFAULT,R00001,M00001,"This pizza left me unimpressed; the pepperoni had an odd texture, and the overall taste was subpar.",11-Nov-23,0
216,DEFAULT,R00001,M00001,"Their pepperoni pizza was a flavorless affair, with the crust being particularly disappointing.",11-Nov-23,0
217,DEFAULT,R00001,M00001,"I had high expectations, but their pizza was a letdown; the pepperoni was overcooked and tough.",11-Nov-23,0
218,DEFAULT,R00001,M00001,"Their pepperoni pizza was a culinary letdown, as it was bland and had a strange aftertaste.",11-Nov-23,0
219,DEFAULT,R00001,M00001,"I found their pizza to be a flavor disaster; the pepperoni was tasteless, and the cheese was greasy.",11-Nov-23,0
220,DEFAULT,R00001,M00001,"This pizza left much to be desired; the pepperoni was chewy, and the sauce was lackluster.",11-Nov-23,0
221,DEFAULT,R00001,M00001,"Their pepperoni pizza was underwhelming, with a strange combination of flavors that did not work.",11-Nov-23,0
222,DEFAULT,R00001,M00001,"I wouldn't recommend their pizza; the pepperoni had an odd texture, and the overall taste was off.",11-Nov-23,0
223,DEFAULT,R00001,M00001,"Their pepperoni pizza was a major disappointment, with the crust being both tough and chewy.",11-Nov-23,0
224,DEFAULT,R00001,M00001,"I had high hopes for their pizza, but the pepperoni was lacking in flavor, and the cheese was too greasy.",11-Nov-23,0
225,DEFAULT,R00001,M00001,"Their pizza was a complete miss, with the pepperoni tasting stale and the sauce being overly sweet.",11-Nov-23,0
226,DEFAULT,R00001,M00001,I regret ordering their pepperoni pizza; it was an unpalatable blend of flavors that didn't work.,11-Nov-23,0
227,DEFAULT,R00001,M00001,"This pizza left a bad taste in my mouth; the pepperoni was oddly seasoned, and the cheese was rubbery.",11-Nov-23,0
228,DEFAULT,R00001,M00001,Their pepperoni pizza was uninspiring; it lacked the classic pepperoni pizza appeal and fell short in taste.Bottom of Form,11-Nov-23,0
229,DEFAULT,R00001,M00001,Their pepperoni pizza was a tasteless disappointment; it felt like biting into a cardboard with a hint of rubber.,11-Nov-23,0
230,DEFAULT,R00001,M00001,"This pizza left me unimpressed; the pepperoni was bland and the crust was tough, making it hard to enjoy.",11-Nov-23,0
231,DEFAULT,R00001,M00001,"Their attempt at pepperoni pizza was a failure; the taste was uninspiring, and the cheese felt like a rubbery mess.",11-Nov-23,0
232,DEFAULT,R00001,M00001,"I had high hopes, but their pepperoni pizza fell flat; it tasted like a reheated, stale slice.",11-Nov-23,0
